Index,target,load,SensorI,SensorII,SensorIII,SensorIV,sum_Sensor,ABSsum_Sensor,median_Sensor,SensorI^2,SensorII^2,SensorIII^2,SensorIV^2,SensorI^3,SensorII^3,SensorIII^3,SensorIV^3,Multi_Sensor
502,0,10,2.13191,0.329626,-1.0144,0.468521,1.915657,3.944457,0.3990735,4.545040248,0.1086533,1.02900736,0.219511927,9.689616755,0.035814953,-1.043825066,0.102845948,-0.333986282
503,0,0,-0.563179,0.558771,1.09178,0.930776,2.018148,3.144506,0.7447735,0.317170586,0.31222503,1.191983568,0.866343962,-0.178623813,0.174462292,1.30138382,0.806372168,-0.319786865
504,1,20,-2.13466,4.52085,-2.38313,0.970157,0.973217,10.008797,-0.5822515,4.556773316,20.43808472,5.679308597,0.941204605,-9.727161726,92.39751532,-13.5345307,0.913116236,22.31200328
505,1,20,0.851292,1.51355,-3.19341,2.09615,1.267582,7.654402,1.182421,0.724698069,2.290833603,10.19786743,4.393844823,0.616929669,3.467291199,-32.56597182,9.210157825,-8.624866129
506,0,50,-9.73202,-1.74771,-3.58414,-0.526468,-15.590338,15.590338,-2.665925,94.71221328,3.054490244,12.84605954,0.277168555,-921.7411539,-5.338363145,-46.04207584,-0.145920375,32.09440348
507,1,90,-0.293304,-1.04866,0.661457,5.09908,4.418573,7.102501,0.1840765,0.086027236,1.099687796,0.437525363,26.00061685,-0.025232133,-1.153198604,0.289404214,132.5792253,1.037399731
508,0,10,-1.14431,5.16388,-0.139503,3.69285,7.572917,10.140543,1.7766735,1.309445376,26.66565665,0.019461087,13.63714112,-1.498411438,137.6982511,-0.00271488,50.35991659,3.044142996
509,0,90,6.20709,-3.07965,-4.7245,1.01855,-0.57851,15.02979,-1.03055,38.52796627,9.484244123,22.32090025,1.037444103,239.1465541,-29.20815241,-105.4550932,1.056688691,91.98724478
510,1,30,-9.29874,-4.28523,3.91067,-2.81381,-12.48711,20.30845,-3.54952,86.46656559,18.36319615,15.29333985,7.917526716,-804.0301121,-78.69051905,59.80720535,-22.27841585,-438.4743368
511,0,90,20.9984,-3.47862,13.6579,2.71269,33.89037,40.84761,8.185295,440.9328026,12.1007971,186.5382324,7.358687036,9258.883361,-42.09407482,2547.720524,19.96183674,-2706.308421
512,1,70,1.94332,-1.50219,0.120034,2.13282,2.693984,5.698364,1.031677,3.776492622,2.256574796,0.014408161,4.548921152,7.338933643,-3.389804093,0.001729469,9.702030012,-0.747356249
513,1,20,-0.895773,2.92103,-0.178944,0.0783391,1.9246521,4.0740861,-0.05030245,0.802409268,8.532416261,0.032020955,0.006137015,-0.718776557,24.92344387,-0.005729958,0.000480768,0.036680032
514,0,50,-6.2273,-3.00407,-0.20347,1.6321,-7.80274,11.06694,-1.60377,38.77926529,9.024436565,0.041400041,2.66375041,-241.4901187,-27.11003915,-0.008423666,4.347507044,-6.212365318
515,1,60,-10.1096,-0.0949073,1.03862,-10.1964,-19.3622873,21.4395273,-5.10225365,102.2040122,0.009007396,1.078731504,103.966573,-1033.241681,-0.000854868,1.120392115,-1060.084765,-10.16101603
516,0,70,18.9313,-6.01509,-3.67246,11.4561,20.69985,40.07495,3.89182,358.3941197,36.18130771,13.48696245,131.2422272,6784.866598,-217.6338222,-49.53033013,1503.524079,4790.892627
517,1,20,10.7104,1.91639,-1.43973,-1.52829,9.65877,15.59481,0.23833,114.7126682,3.672550632,2.072822473,2.335670324,1228.618561,7.038039306,-2.984304699,-3.5695816,45.16233754
518,1,50,5.91373,-3.88861,-4.59232,4.517,1.9498,18.91166,0.314195,34.97220251,15.12128773,21.08940298,20.403289,206.8161632,-58.80079069,-96.8492871,92.16165641,477.0216764
519,1,10,-0.504558,0.736147,-0.811321,0.254737,-0.324995,2.306763,-0.1249105,0.254578775,0.541912406,0.658241765,0.064890939,-0.128449758,0.398927192,-0.534045367,0.016530123,0.076764494
520,0,0,-0.0615708,-1.60609,-0.544377,2.09535,-0.1166878,4.3073878,-0.3029739,0.003790963,2.579525088,0.296346318,4.390491622,-0.000233413,-4.142949449,-0.16132412,9.199616621,-0.112797901
521,1,0,-0.856206,-0.689427,2.2162,-0.0604356,0.6101314,3.8222686,-0.3749313,0.733088714,0.475309588,4.91154244,0.003652462,-0.627674956,-0.327691264,10.88496036,-0.000220739,-0.0790621
522,1,90,-0.314867,6.79101,5.74648,7.62136,19.843983,20.473717,6.268745,0.099141228,46.11781682,33.02203239,58.08512825,-0.031216301,313.1865552,189.7604487,442.687673,-93.64743619
523,1,70,3.52527,3.01359,-3.7831,5.57902,8.33478,15.90098,3.26943,12.42752857,9.081724688,14.31184561,31.12546416,43.81039365,27.3685947,-54.14314313,173.6495871,-224.2241007
524,0,20,13.5386,-3.11613,2.28795,-1.01924,11.69118,19.96192,0.634355,183.29369,9.710266177,5.234715202,1.038850178,2481.539951,-30.25845174,11.97676665,-1.058837655,98.38124475
525,1,70,2.52869,-3.56652,5.97327,1.3247,6.26014,13.39318,1.926695,6.394273116,12.72006491,35.67995449,1.75483009,16.16913449,-45.3663659,213.1260018,2.32462342,-71.36248045
526,1,40,1.10848,-1.13906,1.10855,0.886349,1.964319,4.242439,0.9974145,1.22872791,1.297457684,1.228883102,0.78561455,1.362020314,-1.477882149,1.362278363,0.696328671,-1.240607802
527,0,40,4.31987,3.10769,6.13703,1.99879,15.56338,15.56338,3.71378,18.66127682,9.657737136,37.66313722,3.995161464,80.61428988,30.01325312,231.139803,7.985488783,164.6773168
528,0,80,-0.345728,-1.56773,-0.316955,-1.06246,-3.292873,3.292873,-0.704094,0.11952785,2.457777353,0.100460472,1.128821252,-0.041324125,-3.853131289,-0.031841449,-1.199327427,0.182522336
529,1,30,-5.42595,11.2883,3.56713,10.8169,20.24638,31.09828,7.192015,29.4409334,127.4257169,12.72441644,117.0053256,-159.7450326,1438.41972,45.3896476,1265.634907,-2363.339328
530,1,50,8.11558,-3.37723,-2.37202,18.6154,20.98173,32.48023,2.87178,65.86263874,11.40568247,5.62647888,346.5331172,534.5135137,-38.51961302,-13.34612043,6450.852589,1210.238378
531,0,30,0.132537,-4.42089,0.68433,1.13893,-2.465093,6.376687,0.4084335,0.017566056,19.54426839,0.468307549,1.297161545,0.002328152,-86.40306069,0.320476905,1.477376198,-0.456677334
532,1,60,-13.2628,8.2333,-5.38885,4.92441,-5.49394,31.80936,-0.23222,175.9018638,67.78722889,29.03970432,24.24981385,-2332.95124,558.1125916,-156.4906106,119.4160258,2897.740298
533,1,0,3.38496,-7.88428,2.06217,5.6761,3.23895,19.00751,2.723565,11.4579542,62.16187112,4.252545109,32.21811121,38.78471665,-490.1015972,8.769470947,182.873221,-312.384936
534,0,40,12.2987,4.73508,-11.9635,3.46295,8.53323,32.46023,4.099015,151.2580217,22.42098261,143.1253322,11.9920227,1860.277031,106.1651463,-1712.279912,41.52777502,-2412.631556
535,0,30,4.33714,-0.0218862,3.23465,-0.49072,7.0591838,8.0843962,1.6063819,18.81078338,0.000479006,10.46296062,0.240806118,81.58500103,-1.05E-05,33.84401558,-0.118168378,0.1506728
536,0,80,12.1722,2.88102,-5.26143,-10.4564,-0.66461,30.77105,-1.190205,148.1624528,8.30027624,27.68264564,109.336301,1803.463008,23.91326185,-145.6503023,-1143.264097,1929.306991
537,1,90,-1.77222,-3.40597,1.04904,3.02534,-1.10381,9.25257,-0.36159,3.140763728,11.60063164,1.100484922,9.152682116,-5.566124295,-39.51140335,1.154452702,27.68997531,19.15687606
538,0,0,-12.1963,-2.69056,9.31932,-3.31258,-8.88012,27.51876,-3.00157,148.7497337,7.239113114,86.84972526,10.97318626,-1814.196377,-19.47726818,809.3803816,-36.34955733,-1013.027837
539,1,60,-3.35421,10.6665,-9.60063,-2.06434,-4.35268,25.68568,-2.709275,11.25072472,113.7742222,92.1720964,4.261499636,-37.73729338,1213.572742,-884.9101938,-8.797184158,-709.0765902
540,0,0,-2.69617,1.16591,0.155444,-0.290285,-1.665101,4.307809,-0.0674205,7.269332669,1.359346128,0.024162837,0.084265381,-19.59935666,1.584875244,0.003755968,-0.024460976,0.141843963
541,1,0,1.21357,0.210993,-1.72699,0.538306,0.235879,3.689859,0.3746495,1.472752145,0.044518046,2.98249446,0.28977335,1.78728782,0.009392996,-5.150738108,0.155986733,-0.238041086
542,1,80,2.78013,0.545475,0.28545,3.60198,7.213035,7.213035,1.6628025,7.729122817,0.297542976,0.081481702,12.97425992,21.48796622,0.162302255,0.023258952,46.73302475,1.559234012
543,1,40,0.363413,-3.23793,0.0715611,4.37669,1.5737341,8.0495941,0.21748705,0.132069009,10.48419068,0.005120991,19.15541536,0.047995595,-33.94707554,0.000366464,83.83731483,-0.368545157
544,1,20,-3.77118,-10.9946,6.9057,-8.45999,-16.32007,30.13147,-6.115585,14.22179859,120.8812292,47.68869249,71.5714308,-53.63296242,-1329.040762,329.3238037,-605.4935889,-2422.335272
545,0,20,-3.55755,1.38781,0.391138,4.01398,2.235378,9.350478,0.889474,12.656162,1.926016596,0.152988935,16.11203544,-45.02492913,2.672945092,0.059839786,64.67338802,-7.751508724
546,0,80,-16.2386,2.18927,4.38989,-2.38245,-12.04189,25.20021,-0.09659,263.69213,4.792903133,19.27113421,5.676068003,-4281.991022,10.49295904,84.59815937,-13.52294821,371.8136615
547,1,80,-7.25403,-1.4287,3.52457,-7.29542,-12.45358,19.50272,-4.341365,52.62095124,2.04118369,12.42259368,53.22315298,-381.7139589,-2.916239138,43.78430102,-388.2852547,-266.4874934
548,0,30,13.2327,9.08718,-5.98659,4.05285,20.38614,32.35932,6.570015,175.1043493,82.57684035,35.83925983,16.42559312,2317.103323,750.3906121,-214.5549545,66.57046509,-2917.54554
549,1,90,-1.89608,0.456415,-3.55881,-0.849882,-5.848357,6.761187,-1.372981,3.595119366,0.208314652,12.66512862,0.722299414,-6.816633928,0.095077932,-45.07278637,-0.613869271,-2.617459676
550,0,70,-7.46624,-1.29176,2.32875,0.826926,-5.602324,11.913676,-0.232417,55.74473974,1.668643898,5.423076562,0.683806609,-416.2036056,-2.155487441,12.62898954,0.565457464,18.57262515
551,0,70,-18.0755,-8.41123,-1.3231,-4.83482,-32.64465,32.64465,-6.623025,326.7237003,70.74879011,1.75059361,23.37548443,-5905.694244,-595.0843459,-2.316210405,-113.0162596,972.5743409
552,1,10,-1.36843,0.992795,1.00594,2.05686,2.687165,5.424025,0.9993675,1.872600665,0.985641912,1.011915284,4.23067306,-2.562522928,0.978540362,1.01792606,8.701902189,-2.810987912
553,0,70,-12.0313,6.64961,-4.3475,-0.482869,-10.212059,23.511279,-2.4151845,144.7521797,44.21731315,18.90075625,0.233162471,-1741.5569,294.0278877,-82.1710378,-0.112586929,-167.9490866
554,1,70,4.46836,-5.10248,7.04023,-5.036,1.37011,21.64707,-0.28382,19.96624109,26.03530215,49.56483845,25.361296,89.21635304,-132.8446085,348.9478626,-127.7194867,808.354826
555,1,40,10.3126,-7.15658,-0.947621,-7.80148,-5.593081,26.218281,-4.0521005,106.3497188,51.2166373,0.89798556,60.86309019,1096.74211,-366.5359621,-0.850949974,-474.8221809,-545.6138414
556,1,90,5.8054,-3.1026,5.1885,5.83022,13.72152,19.92672,5.49695,33.70266916,9.62612676,26.92053225,33.99146525,195.6574755,-29.86602089,139.6771816,198.1777205,-544.8597173
557,1,80,1.48732,0.719284,0.837341,-2.60242,0.441525,5.646365,0.7783125,2.212120782,0.517369473,0.70113995,6.772589856,3.290131482,0.372135584,0.587093227,-17.62512329,-2.331226989
558,0,50,-4.87898,0.542876,2.16636,-3.80706,-5.976804,11.395276,-1.632092,23.80444584,0.294714351,4.69311565,14.49370584,-116.1414152,0.159993348,10.16697802,-55.17840777,21.84489843
559,1,70,-0.831028,1.88832,-0.732999,0.16414,0.488433,3.616487,-0.2844295,0.690607537,3.565752422,0.537287534,0.02694194,-0.5739142,6.733281614,-0.393831225,0.00442225,0.188803074
560,0,20,-4.44648,7.9755,1.30171,2.38796,7.21869,16.11165,1.844835,19.77118439,63.60860025,1.694448924,5.702352962,-87.91217597,507.3103913,2.205681109,13.61699078,-110.2339962
561,1,80,-0.670878,-0.213006,-1.12318,2.01093,0.003866,4.017994,-0.441942,0.450077291,0.045371556,1.261533312,4.043839465,-0.301946953,-0.009664414,-1.416928986,8.131878095,-0.322761483
562,1,70,-0.781447,6.58798,-5.32642,4.04015,4.520263,16.735997,1.6293515,0.610659414,43.40148048,28.37075002,16.32281202,-0.477197967,285.9280854,-151.1145303,65.94660899,110.7859531
563,1,60,1.37532,0.0920439,1.36662,-7.12359,-4.2896061,9.9575739,0.72933195,1.891505102,0.00847208,1.867650224,50.74553449,2.601424797,0.000779803,2.55236815,-361.490382,-1.232382317
564,0,90,-1.3813,-1.01157,2.66734,3.47272,3.74719,8.53293,0.827885,1.90798969,1.023273865,7.114702676,12.0597842,-2.635506159,-1.035113144,18.97733103,41.88025378,12.942915
565,1,30,-2.23208,1.01294,-5.88097,-1.05743,-8.15754,10.18342,-1.644755,4.982181126,1.026047444,34.58580814,1.118158205,-11.12062685,1.039324498,-203.3981001,-1.182374031,-14.06028322
566,1,0,-3.91389,-2.13598,0.470277,6.47978,0.900187,12.999927,-0.8328515,15.31853493,4.56241056,0.221160457,41.98754885,-59.95506069,-9.745217709,0.104006676,272.0700793,25.47532878
567,0,80,-7.3105,3.34257,-1.82158,4.67827,-1.11124,17.15292,0.760495,53.44341025,11.1727742,3.318153696,21.88621019,-390.6980506,37.34577987,-6.04428241,102.3896006,208.2385469
568,1,90,-6.6552,-2.3197,0.563911,-1.06283,-9.473819,10.601641,-1.691265,44.29168704,5.38100809,0.317995616,1.129607609,-294.7700356,-12.48232447,0.179321226,-1.200580855,-9.252674931
569,0,40,-6.68082,-6.78023,-1.63322,-5.99402,-21.08829,21.08829,-6.33742,44.63335587,45.97151885,2.667407568,35.92827576,-298.1874166,-311.6974713,-4.356463389,-215.3548035,443.4422553
570,1,20,-3.51452,1.6747,-2.26907,-7.59543,-11.70432,15.05372,-2.891795,12.35185083,2.80462009,5.148678665,57.69055688,-43.41082678,4.696897265,-11.6827123,-438.1845865,-101.4386122
571,0,70,-8.48641,2.0977,-1.11405,-2.16717,-9.66993,13.86533,-1.64061,72.01915469,4.40034529,1.241107403,4.696625809,-611.1840745,9.230604315,-1.382655702,-10.17838655,-42.97986541
572,0,80,-11.3008,0.0160569,-4.87955,3.29391,-12.8703831,19.4903169,-2.43174655,127.7080806,0.000257824,23.8100082,10.84984309,-1443.203478,4.14E-06,-116.1821255,35.73840665,2.916502767
573,1,70,-2.61229,1.72104,0.425705,0.878887,0.413342,5.637922,0.652296,6.824059044,2.961978682,0.181224747,0.772442359,-17.8264212,5.09768379,0.077148281,0.678889547,-1.682109036
574,1,80,6.04094,-4.81098,3.40863,-0.0375475,4.6010425,14.2980975,1.68554125,36.49295608,23.14552856,11.61875848,0.001409815,220.4517581,-111.352675,39.60404871,-5.29E-05,3.719623319
575,1,60,-4.27626,2.87604,-2.19247,5.65026,2.05757,14.99503,0.341785,18.28639959,8.271606082,4.806924701,31.92543807,-78.1973991,23.78946995,-10.5390382,180.3870257,152.3565454
576,0,10,-0.362542,-1.27863,-0.264032,-1.3023,-3.207504,3.207504,-0.820586,0.131436702,1.634894677,0.069712897,1.69598529,-0.047651325,-2.090425381,-0.018406436,-2.208681643,0.159393579
577,0,0,1.59147,-4.86896,1.30974,-6.47807,-8.44582,14.24824,-1.77961,2.532776761,23.70677148,1.715418868,41.96539092,4.030838232,-115.4273221,2.246752708,-271.85474,65.74540286
578,0,70,5.43177,-4.85969,5.5823,-4.49007,1.66431,20.36383,0.47085,29.50412533,23.6165869,31.16207329,20.1607286,160.2596229,-114.7692912,173.9560417,-90.52308269,661.6315746
579,1,0,0.768971,-4.75354,0.232713,-1.53652,-5.288376,7.291744,-0.6519035,0.591316399,22.59614253,0.05415534,2.36089371,0.454705163,-107.4116674,0.012602652,-3.627560404,1.307031267
580,0,60,1.10829,1.99872,-0.376357,-4.69086,-1.960207,8.174227,0.3659665,1.228306724,3.994881638,0.141644591,22.00416754,1.361320059,7.984649828,-0.053308934,-103.2184693,3.910730085
581,1,80,16.1154,-1.39941,0.852536,4.731,20.299526,23.098346,2.791768,259.7061172,1.958348348,0.726817631,22.382361,4185.26796,-2.740532262,0.619638196,105.8909499,-90.96026933
582,1,80,-4.55585,-12.3764,4.10314,5.48842,-7.34069,26.52381,-0.226355,20.75576922,153.175277,16.83575786,30.1227541,-94.56017121,-1895.758498,69.0794715,165.326326,1269.776916
583,1,20,0.423111,0.72156,1.17801,-0.657705,1.664976,2.980386,0.5723355,0.179022918,0.520648834,1.38770756,0.432575867,0.075746566,0.375679372,1.634733383,-0.284507311,-0.23654125
584,0,80,3.15553,2.08658,1.59547,-3.79324,3.04434,10.63082,1.841025,9.957369581,4.353816096,2.545524521,14.3886697,31.42077843,9.08458559,4.061308007,-54.57967744,-39.84798065
585,0,50,11.39,3.91153,-0.475319,2.97306,17.799271,18.749909,3.442295,129.7321,15.30006694,0.225928152,8.839085764,1477.648619,59.84667084,-0.107387943,26.27913232,-62.9592054
586,0,30,-4.58375,-5.67318,3.38729,-4.54184,-11.41148,18.18606,-4.562795,21.01076406,32.18497131,11.47373354,20.62831059,-96.30808977,-182.5911356,38.8648629,-93.69048615,-400.0660488
587,0,10,9.17061,-2.54925,-2.02426,4.99227,9.58937,18.73639,1.484005,84.10008777,6.498675562,4.097628548,24.92275975,771.2491059,-16.56674868,-8.294665564,124.4211458,236.2517376
588,1,90,4.66083,-5.26764,-6.55014,-4.22997,-11.38692,20.70858,-4.748805,21.72333629,27.74803117,42.90433402,17.8926462,101.2487775,-146.1666389,-281.0293944,-75.68535665,-680.247915
589,1,40,-4.95237,11.419,-2.68169,-4.18035,-0.39541,23.23341,-3.43102,24.52596862,130.393561,7.191461256,17.47532612,-121.4616712,1488.964073,-19.28526974,-73.05297956,-633.9607554
590,1,70,-5.11359,-0.266137,6.91711,6.30081,7.838193,18.597647,3.0173365,26.14880269,0.070828903,47.84641075,39.70020666,-133.7142559,-0.018850192,330.9588863,250.1434591,59.31331905
591,0,30,0.434834,0.265388,-8.68003,-2.69766,-10.677468,12.077912,-1.216136,0.189080608,0.070430791,75.3429208,7.277369476,0.082218677,0.018691487,-653.9788128,-19.63186854,2.702173401
592,1,90,-3.60657,6.5755,4.4718,2.73489,10.17562,17.38876,3.603345,13.00734716,43.23720025,19.99699524,7.479623312,-46.91190806,284.3062102,89.42256331,20.455947,-290.031643
593,1,40,-7.43083,4.21565,3.58008,1.77923,2.14413,17.00579,2.679655,55.21723449,17.77170492,12.81697281,3.165659393,-410.3098826,74.91928786,45.885788,5.632436162,-199.5384971
594,1,50,-0.62189,4.92226,-1.11772,4.95973,8.14238,11.6216,2.150185,0.386747172,24.22864351,1.249297998,24.59892167,-0.240514199,119.2596828,-1.396365359,122.0040098,16.96950524
595,1,40,-0.291225,-2.76888,1.17229,-2.21143,-4.099245,6.443825,-1.2513275,0.084812001,7.666696454,1.374263844,4.890422645,-0.024699375,-21.22816248,1.611035762,-10.81482735,-2.09045607
596,1,60,-0.621674,-1.05935,-5.91619,-8.86251,-16.459724,16.459724,-3.48777,0.386478562,1.122222423,35.00130412,78.5440835,-0.240263674,-1.188826323,-207.0743654,-696.0977255,34.53035368
597,0,60,18.558,3.35462,5.13842,9.43293,36.48397,36.48397,7.285675,344.399364,11.25347534,26.4033601,88.98016838,6391.363397,37.75113346,135.6715536,839.3436998,3017.523863
598,1,30,-8.07404,5.23324,-0.431426,-0.955204,-4.22743,14.69391,-0.693315,65.19012192,27.3868009,0.186128393,0.912414682,-526.347652,143.3217019,-0.080300628,-0.871542154,-17.41261492
599,1,30,-0.854065,0.612348,-0.606836,1.5119,0.663347,3.585149,0.002756,0.729427024,0.374970073,0.368249931,2.28584161,-0.622978091,0.229612174,-0.223467315,3.45596393,0.47982584
600,1,60,-5.954,3.49835,1.65927,1.20116,0.40478,12.31278,1.430215,35.450116,12.23845272,2.753176933,1.442785346,-211.0699907,42.81439108,4.568263889,1.733016046,-41.51356306
601,1,20,3.47941,-1.98067,-3.44212,-5.28491,-7.22829,14.18711,-2.711395,12.10629395,3.923053649,11.84819009,27.93027371,42.12276023,-7.770274671,-40.78289209,-147.6089828,-125.3664516
602,1,50,-4.01603,-8.88066,6.18219,-12.8349,-19.5494,31.91378,-6.448345,16.12849696,78.86612204,38.2194732,164.734658,-64.77252765,-700.3832153,236.280045,-2114.352862,-2829.938706
603,1,40,0.868236,0.36103,6.50856,19.1264,26.864226,26.864226,3.688398,0.753833752,0.130342661,42.36135327,365.819177,0.654505601,0.047057611,275.7114095,6996.803906,39.0210748
604,1,20,3.23581,0.482217,-1.43369,1.89789,4.182227,7.049607,1.1900535,10.47046636,0.232533235,2.055467016,3.601986452,33.88043974,0.112131479,-2.946902506,6.836174068,-4.24572463
605,0,10,4.08501,-2.70463,1.14861,7.39956,9.92855,15.33781,2.61681,16.6873067,7.315023437,1.319304932,54.75348819,68.16781474,-19.78443184,1.515366838,405.1517211,-93.90300146
606,1,50,3.53583,-5.01998,-0.85717,-2.99985,-5.34117,12.41283,-1.92851,12.50209379,25.2001992,0.734740409,8.999100022,44.20527828,-126.504496,-0.629797436,-26.9959502,-45.64149542
607,1,10,-0.697353,0.199401,1.34481,1.68624,2.533098,3.927804,0.7721055,0.486301207,0.039760759,1.808513936,2.843405338,-0.339123605,0.007928335,2.432107626,4.794663816,-0.315326393
608,1,80,-2.80319,-0.271975,4.06052,1.47482,2.460175,8.610505,0.6014225,7.857874176,0.073970401,16.48782267,2.175094032,-22.02711431,-0.0201181,66.94913371,3.207872181,4.565645557
609,0,60,4.51673,0.825599,0.662975,-2.94873,3.056574,8.954034,0.744287,20.40084989,0.681613709,0.439535851,8.695008613,92.14513074,0.562739596,0.291401281,-25.63923275,-7.289965092
610,1,0,-6.69709,3.58754,0.516228,0.104385,-2.488937,10.905243,0.3103065,44.85101447,12.87044325,0.266491348,0.010896228,-300.3712805,46.17322998,0.137570296,0.001137403,-1.2946803
611,1,70,2.9172,7.72892,-4.90467,3.80744,9.54889,19.35823,3.36232,8.51005584,59.73620437,24.05578781,14.49659935,24.8255349,461.6963447,-117.9857008,55.19493224,-421.0443823
612,1,50,8.83063,1.07661,12.1095,5.7654,27.78214,27.78214,7.298015,77.9800262,1.159089092,146.6399903,33.23983716,688.6127587,1.247886907,1775.736962,191.6409572,663.751863
613,0,90,5.5824,0.59374,-0.646987,-0.478686,5.050467,7.301813,0.057527,31.16318976,0.352527188,0.418592178,0.229140287,173.9653905,0.209309492,-0.270823698,-0.109686247,1.026510842
614,1,30,-2.7258,3.87429,-0.731507,1.11225,1.529233,8.443847,0.1903715,7.42998564,15.010123,0.535102491,1.237100063,-20.25265486,58.15356945,-0.391431218,1.375964545,8.592252153
615,0,60,6.08755,-6.65293,1.62232,-1.86555,-0.80861,16.22835,-0.121615,37.058265,44.26147758,2.631922182,3.480276803,225.5940411,-294.4685121,4.269819995,-6.492630389,122.5741558
616,0,90,2.64096,-1.27637,-0.793407,-2.56382,-1.992637,7.274557,-1.0348885,6.974669722,1.629120377,0.629494668,6.573172992,18.41982375,-2.079360375,-0.499445476,-16.85243238,-6.856807707
617,1,50,1.20084,-13.0881,9.10093,0.628665,-2.157665,24.018535,0.9147525,1.442016706,171.2983616,82.82692686,0.395219682,1.731631341,-2241.970087,753.8020635,0.248460782,-89.92217579
618,1,40,-0.25295,1.22887,2.41082,2.42348,5.81022,6.31612,1.819845,0.063983703,1.510121477,5.812053072,5.87325531,-0.016184678,1.855742979,14.01181379,14.23371678,-1.816121298
619,0,10,10.1219,-7.45708,0.782897,2.10561,5.553327,20.467487,1.4442535,102.4528596,55.60804213,0.612927713,4.433593472,1037.0176,-414.6736188,0.479859267,9.335418751,-124.4266498
620,0,90,13.1509,10.2869,7.57391,9.87043,40.88214,40.88214,10.078665,172.9461708,105.8203116,57.36411269,97.42538838,2274.397798,1088.562964,434.4706267,961.6304763,10113.37722
621,1,20,-1.05527,-0.0468584,-1.15767,0.359219,-1.9005794,2.6190174,-0.5510642,1.113594773,0.00219571,1.340199829,0.12903829,-1.175143156,-0.000102887,-1.551509136,0.046353005,-0.02056341
622,0,40,-5.60161,-2.18661,4.20336,-1.40046,-4.98532,13.39204,-1.793535,31.37803459,4.781263292,17.66823529,1.961288212,-175.7675124,-10.45475813,74.26595349,-2.746705689,-72.1026945
623,1,50,-2.08072,0.951439,4.37357,-0.00977489,3.23451411,7.41550389,0.470832055,4.329395718,0.905236171,19.12811454,9.55E-05,-9.008260259,0.861276997,83.65814793,-9.34E-07,0.084633549
624,0,80,5.32627,-6.42019,4.99614,-4.47681,-0.57459,21.21941,0.259665,28.36915211,41.21883964,24.9614149,20.04182778,151.1017638,-264.632782,124.7107234,-89.72345501,764.8465662
625,0,60,-4.2228,2.28741,3.79192,-9.11947,-7.26294,19.4216,-0.967695,17.83203984,5.232244508,14.37865729,83.16473308,-75.30113784,11.96828841,54.52271814,-758.4182884,334.0206321
626,0,0,0.0863201,-1.72284,7.05466,-2.6912,2.7269401,11.5550201,-0.81825995,0.00745116,2.968177666,49.76822772,7.24255744,0.000643185,-5.113695209,351.0979253,-19.49117058,2.82344247
627,1,80,9.93353,-2.38596,-8.05581,-8.31501,-8.82325,28.69031,-5.220885,98.67501826,5.692805122,64.89607476,69.1393913,980.1912541,-13.58280531,-522.790448,-574.8947301,-1587.59147
628,0,80,5.75418,-2.63047,8.62062,-3.35503,8.3893,20.3603,1.561855,33.11058747,6.919372421,74.31508918,11.2562263,190.5242802,-18.20120157,640.6421441,-37.76497693,437.7757552
629,0,0,-2.64823,0.780833,-0.0901279,-2.00082,-3.9583449,5.5200109,-1.04547395,7.013122133,0.609700174,0.008123038,4.003280672,-18.57236043,0.476074016,-0.000732112,-8.009844035,-0.37289034
630,0,80,7.30931,-2.90248,-4.18101,-1.4534,-1.22758,15.8462,-2.17794,53.42601268,8.42439015,17.48084462,2.11237156,390.5072887,-24.45162392,-73.08758617,-3.070120825,-128.917531
631,0,50,-3.25738,-0.832061,1.87391,-0.290486,-2.506017,6.253837,-0.5612735,10.61052446,0.692325508,3.511538688,0.084382116,-34.56251018,-0.576057054,6.580307463,-0.024511823,-1.475358378
632,1,20,4.35774,0.56421,-1.25905,5.77297,9.43587,11.95397,2.460975,18.98989791,0.318332924,1.585206903,33.32718262,82.75303771,0.179606619,-1.995854751,192.3968255,-17.87081554
633,1,70,-0.649667,-0.758064,2.55718,0.475935,1.625384,4.440846,-0.086866,0.422067211,0.574661028,6.539169552,0.226514124,-0.274203139,-0.435629838,16.7218336,0.107806,0.599384659
634,0,0,5.27533,6.91782,1.28668,2.83787,16.3177,16.3177,4.0566,27.82910661,47.85623355,1.655545422,8.053506137,146.807721,331.0608096,2.130157184,22.85480346,133.2545163
635,1,90,-0.740406,6.22754,-1.97154,12.7885,16.304094,21.727986,2.743567,0.548201045,38.78225445,3.886969972,163.5457323,-0.405891343,241.5180409,-7.663316778,2091.504597,116.2550041
636,1,20,2.98379,-0.193658,-0.693444,-0.520348,1.57634,4.39124,-0.357003,8.903002764,0.037503421,0.480864581,0.270762041,26.56469062,-0.007262837,-0.333452659,-0.140890487,-0.208501403
637,1,50,-1.95636,-2.08736,1.46444,-2.71209,-5.29137,8.22025,-2.02186,3.82734445,4.35707177,2.144584514,7.355432168,-7.487663587,-9.094777329,3.140615345,-19.94859403,-16.21891552
638,1,20,1.67566,-4.62434,-3.75611,-3.78742,-10.49221,13.84353,-3.771765,2.807836436,21.38452044,14.10836233,14.34455026,4.704979202,-98.88929323,-52.99256084,-54.32883653,-110.2344732
